Name,Code,Type,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Guinea-Bissau,GNB,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,9407751.8570,18064755.2000,6465128.7120,4652567.4830,6128820.1380,3883662.2240,,4434725.1550,,,,,2016728.7650,2211919.9110,1897743.6570,1817811.1220,2900235.9510,,9531360.6080,6183163.5150,6363093.7690,7505161.7340,,12116374.8300,,,,13744583.7000,17129808.1700,17519804.3500,24491750.6800,21710792.6500,21470829.1600,17036943.1100,,,
Equatorial Guinea,GNQ,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379301.3390,3447875.1790,,,,,,,,,,,,196314371.7000,292754658.8000,371927587.9000,,,,,166540254.6000,,18233154.2000,,
Greece,GRC,Country,Military expenditure (current USD),170327798.1000,167762365.8000,170034222.7000,179495712.8000,188207553.1000,209674799.6000,238979294.9000,313035616.3000,366771882.7000,425403589.9000,473596990.5000,515997642.0000,573692101.5000,674802452.2000,1049955703.0000,1433217345.0000,1559887280.0000,1838775321.0000,2118929495.0000,2424261939.0000,2275580289.0000,2578400684.0000,2638652976.0000,2195463586.0000,1994286405.0000,1927083076.0000,1998816951.0000,2399225050.0000,2749556829.0000,2560254614.0000,3193376484.0000,3146899035.0000,3623052915.0000,3364413330.0000,3587244914.0000,4179913247.0000,4613167577.0000,4573516492.0000,4824257169.0000,5012285642.0000,4564522446.0000,4428103552.0000,4734177215.0000,5035585542.0000,6267468787.0000,7028428593.0000,7607186182.0000,8533090258.0000,10574138499.0000,10641348183.0000,8163619387.0000,7128608267.0000,5914988423.0000,5655183036.0000,5531285909.0000,4818121326.0000,4963484464.0000,5093788906.0000,5227152013.0000
Grenada,GRD,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Country,Military expenditure (current USD),12084076.4300,12084076.4300,11954140.1300,14812738.8500,12993630.5700,18580891.7200,19100636.9400,21179617.8300,20400000.0000,17600000.0000,32300000.0000,22200000.0000,24000000.0000,23400000.0000,28400000.0000,44900000.0000,55500000.0000,75200000.0000,71700000.0000,90200000.0000,103760000.0000,162640000.0000,176590000.0000,184250000.0000,207480000.0000,224420000.0000,140853333.3000,124028000.0000,146588384.4000,151627061.3000,132196105.0000,119310860.5000,153753024.3000,144445075.4000,153011545.4000,158348657.5000,141370462.9000,132112832.6000,139804367.7000,123754165.2000,157848092.8000,196765577.5000,158368119.3000,178771794.0000,114893349.3000,104467679.9000,130546929.2000,135925872.8000,166494048.3000,147410544.1000,169798840.1000,197433150.7000,224366543.6000,249757853.4000,245672981.8000,252455480.6000,290912704.0000,275014798.5000,278420891.5000
Guam,GUM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Country,Military expenditure (current USD),,,,,,,,,,,,,,5032808.2120,11136757.5900,32436379.6900,34000000.0000,24274509.8000,17333333.3300,17176470.5900,21882352.9400,22400000.0000,24710000.0000,22100000.0000,20740845.1400,38971271.3300,27829660.9400,10619291.2300,11020000.0000,6023830.2130,3589328.4900,2031374.3730,3625349.9940,4436526.4740,5485552.1010,5691560.6140,5558340.1600,,,,12585649.2900,14371052.9000,16652243.4600,16345330.5700,22132238.7400,18506566.6000,19176973.6400,24971954.1200,30520593.4200,31055650.8900,31075055.4900,32416747.5400,33542606.6000,35163485.7900,39280999.1800,46447838.1300,51562130.8200,59724939.4700,59809426.6000
High income,HIC,Regions Clubbed Economically,Military expenditure (current USD),67365066350.0000,71298783053.0000,78546030973.0000,80624586880.0000,81104159614.0000,83281216705.0000,97255207625.0000,112000000000.0000,118000000000.0000,121000000000.0000,123000000000.0000,123000000000.0000,135000000000.0000,149000000000.0000,165000000000.0000,179000000000.0000,185000000000.0000,218000000000.0000,241000000000.0000,270000000000.0000,309000000000.0000,339000000000.0000,386000000000.0000,378000000000.0000,392000000000.0000,417000000000.0000,458000000000.0000,516000000000.0000,548000000000.0000,557000000000.0000,609000000000.0000,597000000000.0000,624000000000.0000,598000000000.0000,597000000000.0000,610000000000.0000,599000000000.0000,589000000000.0000,580000000000.0000,590000000000.0000,601000000000.0000,605000000000.0000,663000000000.0000,772000000000.0000,864000000000.0000,920000000000.0000,962000000000.0000,1040000000000.0000,1150000000000.0000,1190000000000.0000,1230000000000.0000,1280000000000.0000,1250000000000.0000,1210000000000.0000,1190000000000.0000,1110000000000.0000,1100000000000.0000,1130000000000.0000,1200000000000.0000
Hong Kong ,HKG,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Country,Military expenditure (current USD),3920000.0000,3830000.0000,3830000.0000,3820000.0000,5850000.0000,6250000.0000,6500000.0000,6800000.0000,7050000.0000,7200000.0000,9900000.0000,11400000.0000,15449922.7500,15950000.0000,16900000.0000,21400000.0000,23700000.0000,31800000.0000,43100000.0000,49550000.0000,57000000.0000,60500000.0000,67000000.0000,70000000.0000,81000000.0000,94000000.0000,105500000.0000,122500000.0000,132000000.0000,138000000.0000,67120949.0300,47398089.4100,,40592869.1300,,,,,,,52462396.8900,62951976.5800,63602176.0600,82195176.7900,60561786.6400,62589274.8100,75595918.5400,95924340.1700,132428400.6000,156802557.3000,170186979.7000,200358405.9000,212341274.3000,294917779.4000,314071900.2000,356259475.5000,363272338.5000,398460128.4000,410414895.1000
Heavily indebted poor countries (HIPC),HPC,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,326483888.5000,393983669.8000,503516298.4000,561652138.0000,607309530.3000,715390790.9000,937839065.3000,1138972594.0000,1217248455.0000,1535833757.0000,2121241402.0000,2459925045.0000,2759253746.0000,2664409279.0000,2418373210.0000,2169334436.0000,2422006409.0000,2358199368.0000,2465152768.0000,2475871975.0000,2779612120.0000,2428788365.0000,4757702034.0000,3522538191.0000,2145332027.0000,2547853573.0000,1621355698.0000,1473607055.0000,1700180261.0000,1814603452.0000,2278128552.0000,2871721142.0000,2824352742.0000,2323662526.0000,2386117156.0000,2847407505.0000,3943927941.0000,4041915987.0000,4885281803.0000,6301159293.0000,8176416377.0000,7913543890.0000,5201216707.0000,5455659990.0000,5521179381.0000,6953091870.0000,7576601060.0000,8755786302.0000,9948137357.0000,11747528682.0000,9009353604.0000
Croatia,HRV,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782003661.3000,1168936759.0000,1625222365.0000,2060388930.0000,1938698897.0000,1797184681.0000,1427264827.0000,1035949008.0000,659775033.3000,629464103.8000,733680739.1000,709399147.2000,730867004.5000,799160901.2000,849431034.7000,978853732.1000,1295957074.0000,1129098496.0000,1015876654.0000,1106464042.0000,955320163.6000,956952644.1000,906625906.4000,753544947.7000,702005705.9000,784300763.1000,889523365.3000
Haiti,HTI,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972400.0000,2231550.0000,2670400.0000,2623227.3870,1743605.9370,1649639.3060,1599966.7550,2478871.1890,,,,,,,,,,,,,,,,,,51595.8475,53511.5951,73562.2969,64514.3166,73613.4925,79690.8882
Hungary,HUN,Country,Military expenditure (current USD),,,,,,,,,150166666.7000,173333333.3000,223333333.3000,225670995.1000,231632283.7000,263447030.8000,308005578.3000,366147086.5000,382438611.4000,419914698.7000,538098139.6000,621170386.2000,740802218.1000,757701599.6000,750740503.1000,700708442.0000,641103030.3000,1025550984.0000,765838789.8000,823921397.5000,1027508668.0000,812646128.2000,847389246.9000,722549153.4000,812017967.2000,735860385.6000,757131989.3000,612184817.1000,585271901.8000,695972460.9000,618464380.0000,702942491.1000,715857664.8000,845055673.8000,1079154824.0000,1401561253.0000,1532612234.0000,1596087843.0000,1410071771.0000,1776464117.0000,1867877499.0000,1475818169.0000,1350820413.0000,1472069832.0000,1322277703.0000,1280050962.0000,1209801890.0000,1132476292.0000,1288676093.0000,1463013911.0000,1642338440.0000
IBRD only,IBD,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82474271795.0000,81709930609.0000,77877892586.0000,83955769232.0000,80391622669.0000,90397052354.0000,102000000000.0000,111000000000.0000,119000000000.0000,109000000000.0000,110000000000.0000,117000000000.0000,125000000000.0000,124000000000.0000,137000000000.0000,160000000000.0000,190000000000.0000,223000000000.0000,272000000000.0000,332000000000.0000,348000000000.0000,394000000000.0000,447000000000.0000,485000000000.0000,527000000000.0000,539000000000.0000,515000000000.0000,516000000000.0000,546000000000.0000,567000000000.0000
IDA & IBRD total,IBT,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90774254019.0000,93938160188.0000,90710770377.0000,96442934058.0000,92660929773.0000,104000000000.0000,115000000000.0000,125000000000.0000,133000000000.0000,124000000000.0000,126000000000.0000,135000000000.0000,144000000000.0000,145000000000.0000,172000000000.0000,202000000000.0000,236000000000.0000,238000000000.0000,289000000000.0000,353000000000.0000,369000000000.0000,414000000000.0000,470000000000.0000,509000000000.0000,552000000000.0000,567000000000.0000,543000000000.0000,545000000000.0000,579000000000.0000,598000000000.0000
IDA total,IDA,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,2213458034.0000,2346597100.0000,2462034572.0000,2935368242.0000,3803197761.0000,6211216035.0000,6148183101.0000,7285430430.0000,8250696140.0000,9296219595.0000,10479185150.0000,9835828997.0000,9672421124.0000,9579802812.0000,10058214369.0000,9974014548.0000,9986401508.0000,10014280883.0000,10807424480.0000,8299982224.0000,12228229579.0000,12832877791.0000,12487164825.0000,12269307104.0000,13400385127.0000,12973835679.0000,13641580654.0000,13854110924.0000,15320739052.0000,16481845527.0000,18102789374.0000,18150306601.0000,21206317620.0000,35044160179.0000,42284982129.0000,46067154114.0000,15170684125.0000,17693939865.0000,20821720367.0000,21156723247.0000,20511532537.0000,23226317552.0000,24500032997.0000,25813478517.0000,28166101581.0000,28737879245.0000,29446536226.0000,32865877910.0000,30759077875.0000
IDA blend,IDB,Regions Clubbed Economically,Military expenditure (current USD),232225199.5000,238385198.8000,238980184.9000,267022200.7000,318080233.8000,531073409.3000,635393522.2000,753223375.9000,908561338.4000,1295280273.0000,1394418063.0000,1486384619.0000,1508915386.0000,1674063404.0000,2185762661.0000,4092690095.0000,3860862628.0000,4602630038.0000,4785794496.0000,5165462315.0000,5380096503.0000,4737113419.0000,4404780520.0000,4398809167.0000,4056963012.0000,3914243295.0000,3524882305.0000,3680398017.0000,3881239535.0000,3617081109.0000,4029966723.0000,4252949464.0000,4449943588.0000,4348579781.0000,4323737259.0000,5075528754.0000,5153635973.0000,5113438814.0000,5091142989.0000,4471037340.0000,4193815244.0000,4225019905.0000,5408171402.0000,5182392181.0000,5744299549.0000,6164172574.0000,6831454770.0000,7499182929.0000,8207457327.0000,7911145924.0000,9462065394.0000,10797708537.0000,11658703265.0000,12376257007.0000,13636959928.0000,13436097590.0000,14161500781.0000,15484267604.0000,15928906418.0000
Indonesia,IDN,Country,Military expenditure (current USD),,,,,,,,,,,,,,,698192771.1000,1063855422.0000,1275301205.0000,1468674699.0000,1627662342.0000,1552431166.0000,2114454046.0000,2654105930.0000,2741068094.0000,2047257950.0000,2002310077.0000,1923319347.0000,1734616704.0000,1347598625.0000,1356706413.0000,1409556738.0000,1613975396.0000,1697029205.0000,1887635966.0000,1933304585.0000,2239731575.0000,2478753541.0000,2874845238.0000,3231358571.0000,972702125.1000,1135147005.0000,1129542840.0000,919022697.8000,1369857129.0000,2134746704.0000,2428947795.0000,2146270791.0000,2611875117.0000,3348758342.0000,3232202215.0000,3304459138.0000,4663365759.0000,5838026186.0000,6531097955.0000,8384028601.0000,6929255301.0000,7639095193.0000,7385408685.0000,8178144377.0000,7437197348.0000
IDA only,IDX,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,1261304838.0000,1617435099.0000,2118525940.0000,2287320474.0000,2682800392.0000,3464901643.0000,4130757280.0000,5099088647.0000,5098715578.0000,5267640604.0000,5180993645.0000,6001251356.0000,6059771253.0000,6461519203.0000,6333882866.0000,6926184945.0000,4682901115.0000,8198262856.0000,8579928327.0000,8037221237.0000,7920727323.0000,9076647869.0000,7898306924.0000,8487944681.0000,8740672110.0000,10229596063.0000,12010808187.0000,13908974129.0000,13925286696.0000,15798146219.0000,29861767998.0000,36540682580.0000,39902981540.0000,8339229355.0000,10194756936.0000,12614263041.0000,13245577323.0000,11049467142.0000,12428609015.0000,12841329732.0000,13437221510.0000,14529141653.0000,15301781655.0000,15285035445.0000,17381610306.0000,14830171457.0000
Isle of Man,IMN,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Country,Military expenditure (current USD),681765681.8000,748388248.4000,1065436065.0000,1795449295.0000,1986654487.0000,2125989626.0000,1661154906.0000,1487733333.0000,1586866667.0000,1691433333.0000,1832966667.0000,2255256983.0000,2497244706.0000,2529921054.0000,2895415720.0000,3323646801.0000,3294910612.0000,3477080945.0000,3975819130.0000,4589738352.0000,5420809519.0000,5879007036.0000,6302107956.0000,6830768698.0000,6956682449.0000,7567024020.0000,9539363086.0000,10877406164.0000,11346419153.0000,10589796925.0000,10537035450.0000,8622473881.0000,8083231410.0000,8253542581.0000,8880551226.0000,9754464630.0000,9904672736.0000,11464883390.0000,11920610818.0000,13895562461.0000,14287514241.0000,14600642346.0000,14749667252.0000,16333986643.0000,20238566527.0000,23072312925.0000,23951927958.0000,28254773450.0000,33002376727.0000,38722154392.0000,46090445657.0000,49633815794.0000,47216920048.0000,47403528801.0000,50914108341.0000,51295483754.0000,56637622641.0000,64559435281.0000,66510289108.0000
Not classified,INX,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Country,Military expenditure (current USD),25800590.1100,27564733.0200,29163487.5300,30210947.3900,36054670.7900,39086791.4200,38314978.9000,39693241.9300,37141485.4300,41630596.2700,50986848.3200,63486922.1700,84039646.6500,98307831.8300,111205418.9000,154362392.7000,152839849.3000,171725706.0000,217465500.0000,290141008.5000,362511166.6000,327043451.1000,342048872.7000,310258091.7000,284275226.2000,301495819.0000,409081178.2000,435378990.4000,453486447.0000,434222056.0000,594006010.4000,624932658.1000,674035044.5000,597723765.6000,633699379.1000,702039703.1000,750987245.8000,765305513.3000,742402153.2000,741508607.8000,694674774.3000,767778364.4000,811255940.9000,965199981.0000,1101860647.0000,1144978361.0000,1190379117.0000,1372225370.0000,1582890834.0000,1415725373.0000,1274228688.0000,1300331547.0000,1157531730.0000,1195763444.0000,1192733691.0000,997005656.0000,1001610418.0000,1025063447.0000,1207582357.0000
Iran,IRN,Country,Military expenditure (current USD),98679867.9900,105940594.1000,109900990.1000,128712871.3000,155445544.6000,200000000.0000,256105610.6000,331023102.3000,437293729.4000,566006600.7000,620132013.2000,402310231.0000,371947194.7000,480857166.9000,3877862663.0000,5951043742.0000,7186307294.0000,7617207960.0000,8113739881.0000,4993779939.0000,4874889400.0000,8121567621.0000,9703525315.0000,10550357293.0000,9926303622.0000,10706415945.0000,11741433342.0000,15263376570.0000,18889008563.0000,16301812932.0000,16474401698.0000,17549594830.0000,19732558015.0000,1448177703.0000,1703171536.0000,2501544190.0000,3550986964.0000,4642384616.0000,5479362942.0000,6650285144.0000,8327053824.0000,10378791766.0000,3243891033.0000,3717068450.0000,5243621133.0000,6796744965.0000,8751474767.0000,9330901882.0000,11081950209.0000,12584623339.0000,13561272454.0000,14277667361.0000,16493963287.0000,11997186984.0000,9901105170.0000,10588769671.0000,12263957415.0000,13931196490.0000,13194151137.0000
Iraq,IRQ,Country,Military expenditure (current USD),118726952.5000,125481949.8000,135064946.0000,163218934.7000,185198925.9000,225742909.7000,234996906.0000,234541906.2000,291437883.4000,375997849.6000,401050839.6000,426263340.2000,466113288.1000,665185289.0000,1427457784.0000,1590171817.0000,1761176240.0000,2007693506.0000,1986021658.0000,2371712821.0000,2976492818.0000,4086497762.0000,,,,,,,,,,,,,,,,,,,,,,,613724869.6000,1120278533.0000,1236081013.0000,1989948747.0000,3116304020.0000,3237179487.0000,3752905983.0000,4278632479.0000,4141066054.0000,7780188679.0000,6921269719.0000,9604231011.0000,5970383698.0000,7416385135.0000,6317977150.0000
Iceland,ISL,Country,Military expenditure (current USD),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Israel,ISR,Country,Military expenditure (current USD),190277777.8000,241805555.6000,210604174.5000,259250864.2000,278584261.9000,313917713.1000,375501251.7000,605514168.1000,690001971.4000,872002491.4000,1259646456.0000,1270657787.0000,1461373750.0000,2574504910.0000,3475602770.0000,3758315381.0000,3648665017.0000,3180556220.0000,3117508058.0000,3394518704.0000,4120814786.0000,4700103232.0000,4518481889.0000,4265358582.0000,4214300331.0000,4004517114.0000,4386224325.0000,5995553855.0000,7694798541.0000,6270727555.0000,7375654517.0000,10548894781.0000,8262053674.0000,8758471677.0000,8780366219.0000,8976693112.0000,9601957420.0000,9693753398.0000,9145784898.0000,8645271101.0000,9407761463.0000,9607416508.0000,10090890495.0000,10827490776.0000,11127065294.0000,10919173621.0000,11558970817.0000,12128941564.0000,14191949919.0000,14030376087.0000,14605298604.0000,16343210462.0000,15567095862.0000,17319707976.0000,18485829607.0000,16969432086.0000,14783814748.0000,15581608422.0000,15946788601.0000
Italy,ITA,Country,Military expenditure (current USD),1009308856.0000,1062907313.0000,1222013656.0000,1463283724.0000,1586666708.0000,1719942315.0000,1904604599.0000,1928786564.0000,1991165044.0000,2003805617.0000,2216771793.0000,2648079366.0000,3289362465.0000,3638240139.0000,3890003394.0000,4217069829.0000,3844185965.0000,4556493518.0000,5540992658.0000,6904107163.0000,7915696626.0000,7387713298.0000,8062597403.0000,8409527116.0000,8296144788.0000,8253390533.0000,11941809156.0000,15653065895.0000,17403664790.0000,17675486539.0000,20734625579.0000,21585706772.0000,22177090390.0000,18242013901.0000,18062459082.0000,17185853004.0000,20793128832.0000,20156102258.0000,20825125352.0000,21016456910.0000,19878720932.0000,19519381482.0000,21610059762.0000,26824213292.0000,30261076655.0000,29737642392.0000,29633022263.0000,31982431792.0000,36839989746.0000,34054481324.0000,32020819951.0000,33828804971.0000,29781008205.0000,29957445905.0000,27701034335.0000,22180845070.0000,25033027895.0000,26447892915.0000,27807513898.0000
Jamaica,JAM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,27445027.4500,30580030.5800,,,,44922028.4900,53608918.7300,50162507.3700,25153444.2500,18714379.2600,23522088.1300,25325014.9900,30932577.8200,40933809.6000,38609944.5600,31891976.6600,47192327.6300,44542579.5400,34218503.9500,35298829.6100,41791263.9100,54854608.8800,47640218.8800,45131071.7500,43566232.4900,46374382.2900,56898147.1000,54845871.8200,54533132.2300,59329776.3200,72645523.0100,83511942.1000,130699170.7000,114808331.8000,115571396.0000,133638559.8000,137635505.7000,128431323.0000,121309728.7000,123854135.7000,137649061.8000,143545555.4000,207772685.8000
Jordan,JOR,Country,Military expenditure (current USD),56139977.5400,55509977.8000,60409975.8400,61879975.2500,61879975.2500,62929974.8300,76089969.5600,104719958.1000,127749948.9000,125859949.7000,109759956.1000,108639956.5000,129359948.3000,150652370.4000,163307378.0000,180742482.6000,294593397.9000,262704735.1000,304948875.3000,399556492.3000,416212133.9000,438818156.8000,465258786.0000,484742989.8000,457778991.6000,501742160.3000,625775075.3000,647050307.4000,587776388.5000,382891036.2000,322429005.4000,433271745.1000,367745484.8000,391137488.4000,407863026.7000,299838515.5000,417489421.7000,444287729.2000,496473906.9000,511988716.5000,529337094.5000,528926645.6000,521861777.2000,611847672.8000,586741890.0000,603667136.8000,701551481.0000,1032440056.0000,1358383580.0000,1568309859.0000,1557887324.0000,1594788732.0000,1472816901.0000,1444929577.0000,1548873239.0000,1614929577.0000,1768309859.0000,1939718310.0000,1957746479.0000
Japan,JPN,Country,Military expenditure (current USD),480555555.6000,492361111.1000,538194444.4000,629861111.1000,718055555.6000,821388888.9000,932430555.6000,1039027778.0000,1168194444.0000,1335416667.0000,1575347222.0000,1896540416.0000,2567519428.0000,3374561100.0000,3962157887.0000,4534902135.0000,5008396504.0000,6157312577.0000,8657135933.0000,9173587661.0000,9711741591.0000,10851176225.0000,10193936012.0000,11429317256.0000,12225078098.0000,13087751954.0000,19457334441.0000,23642290700.0000,28216102753.0000,27966353542.0000,28800451682.0000,32785415754.0000,35999123576.0000,41353936222.0000,45285594083.0000,49961673237.0000,44047104680.0000,40634840608.0000,37849012643.0000,43122898505.0000,45509673827.0000,40757967234.0000,39333708170.0000,42486177361.0000,45339809415.0000,44300613330.0000,41552592886.0000,40530045688.0000,46361468280.0000,51465158208.0000,54655450735.0000,60762213841.0000,60011530195.0000,49023932407.0000,46881244398.0000,42106103306.0000,46471287714.0000,45387031802.0000,46617954864.0000
Kazakhstan,KAZ,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106926893.0000,177686628.4000,241771205.9000,236752278.4000,242646223.1000,143905357.1000,143527541.1000,221486206.5000,245956719.4000,317564315.1000,426441724.6000,591985249.8000,793027147.5000,1359776099.0000,1540810813.0000,1271890276.0000,1501815344.0000,1803970782.0000,2177543205.0000,2551124375.0000,2306464574.0000,2046197674.0000,1281103432.0000,1390619095.0000,1613589333.0000
Kenya,KEN,Country,Military expenditure (current USD),,,,1861999.2550,5879997.6480,9897996.0410,13047994.7800,15987993.6000,16365993.4500,15749993.7000,17023993.1900,22077991.1700,29735988.1100,37319917.1600,46763683.9700,54090933.2300,75910048.1200,147766705.0000,239475870.0000,291024720.0000,271691156.2000,241171594.4000,243721560.5000,208691732.7000,175004683.0000,145781732.1000,181255662.3000,249810082.3000,250942407.5000,228606149.0000,246456438.6000,191908506.3000,156036602.0000,105704527.3000,117331482.6000,149096438.3000,170804816.3000,175834896.9000,171964013.3000,151917777.4000,165584735.2000,195365005.5000,213894508.0000,245938663.8000,259807840.7000,316799485.4000,375807203.2000,494684896.7000,580011940.7000,578071672.4000,622049847.8000,646678106.7000,840072590.0000,860560896.1000,819044152.8000,843667802.8000,933103002.5000,1015384782.0000,1097458153.0000
Kyrgyz Republic,KGZ,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12086953.6100,26712568.9600,28276956.3500,31158797.7000,26092304.3000,23133179.4700,25794155.8100,22212067.2100,25933378.3900,32603112.0300,37238358.1200,39718288.7000,47207036.7300,50909587.1000,61124321.9300,67213747.3500,77237992.3100,86423386.4100,107529842.9000,119000613.9000,127970989.4000,117003250.6000,115645311.8000,121515805.4000,121163619.9000
Cambodia,KHM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29090909.0900,43294683.6600,62293735.8900,44626255.1100,107258619.0000,123101153.5000,113563610.9000,103419601.2000,83323986.0900,88172003.4800,81025841.3100,70846940.8900,65182716.1000,67525224.4300,69218798.6300,70959071.4700,75881313.5900,79015425.8800,82630723.4300,136589738.0000,167857928.0000,192159418.5000,217305727.7000,243470109.9000,277969040.2000,325188062.3000,382100547.3000,463810835.2000,543205183.3000
Kiribati,KIR,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,Country,Military expenditure (current USD),275643564.4000,157061350.1000,186153846.2000,185384615.4000,137481470.4000,132131636.1000,176901786.3000,218100895.7000,278696524.4000,347028223.8000,386403740.4000,460899849.3000,531950093.4000,544785374.6000,852963864.0000,1030991736.0000,1708677686.0000,2237603306.0000,3190082645.0000,3543388430.0000,3980692489.0000,4463839960.0000,4646524886.0000,4714159753.0000,4759446931.0000,4883795775.0000,5325292074.0000,6040845305.0000,7732395676.0000,9468974884.0000,10110714871.0000,10956524348.0000,11614665196.0000,12377424873.0000,13519265763.0000,16085095679.0000,16408665267.0000,14848484530.0000,10457957529.0000,12095186824.0000,13801107024.0000,12941850828.0000,14101703315.0000,15847047272.0000,17829864143.0000,22159512557.0000,25177237741.0000,27726129585.0000,26072410508.0000,24575661939.0000,28175181219.0000,30991707946.0000,31951760810.0000,34311220715.0000,37552328673.0000,36570769323.0000,36885283430.0000,39170682136.0000,43069973343.0000
Kuwait,KWT,Country,Military expenditure (current USD),,,,,,,,,,,68739972.5000,73434840.9700,90743549.9100,136560430.5000,384614072.6000,,,748518665.9000,738039577.8000,881077990.8000,950805965.3000,1042021630.0000,1285119360.0000,1425498410.0000,1465909168.0000,1379869860.0000,1295617612.0000,1336740077.0000,1704123944.0000,2076390756.0000,8961536461.0000,12924377966.0000,6316012045.0000,2980065532.0000,3296055513.0000,3692435533.0000,3241385529.0000,2454268845.0000,2282153592.0000,2286352512.0000,2697075596.0000,2685735278.0000,2821521878.0000,3130746413.0000,3450118765.0000,3509417808.0000,3597816498.0000,4115736734.0000,4430342077.0000,4208871206.0000,4335204653.0000,5393526319.0000,5941536637.0000,5698067233.0000,5832249789.0000,5735132890.0000,6446742131.0000,6764636914.0000,7296266526.0000
Latin America & Caribbean (excluding high income),LAC,Regions Clubbed Economically,Military expenditure (current USD),914311085.5000,791185010.6000,1307451832.0000,1405381963.0000,1328343820.0000,1656683077.0000,1789992451.0000,1935440335.0000,1904105726.0000,2108402980.0000,2462612095.0000,2802923466.0000,3243536258.0000,4277159447.0000,5363707441.0000,5497385917.0000,7252013201.0000,7702036514.0000,8812513689.0000,11212922658.0000,12963457866.0000,13500511211.0000,10734760837.0000,10594362555.0000,9801544904.0000,9424261994.0000,9611214393.0000,11510783519.0000,13266094263.0000,15278448285.0000,17073779191.0000,14750811029.0000,14226357404.0000,17608028615.0000,22325610610.0000,26329171002.0000,27178576184.0000,26714279647.0000,27620119225.0000,22959280744.0000,24873119144.0000,25206483035.0000,21023619765.0000,20101932877.0000,22403098611.0000,29666459214.0000,34644278970.0000,42603001222.0000,51655265419.0000,51998870537.0000,63790081089.0000,68134901723.0000,70059255297.0000,73071684914.0000,68350285983.0000,55881150304.0000,51394411288.0000,58961249514.0000,57275656953.0000
